1757927057,1220800638,2020-04-02,4,NT,P,109050,SP,MAZDA,UNCLASSIFIED,GREEN,DI,2490,1995-08-01,ERROR - Less than 14 OR UNCLASSIFIED
1963206673,307771788,2020-04-02,2,NT,P,9100,NR,HARLEY-DAVIDSON,UNCLASSIFIED,BLACK,PE,883,1998-04-09,ERROR - Less than 14 OR UNCLASSIFIED
856684945,1360047470,2020-04-02,2,NT,PRS,37286,DH,DUCATI,UNCLASSIFIED,BLACK,PE,944,1998-08-05,ERROR - Less than 14 OR UNCLASSIFIED
824935103,971148143,2020-04-02,4,NT,F,68680,CB,KIA,UNCLASSIFIED,SILVER,DI,1396,2013-12-31,ERROR - Less than 14 OR UNCLASSIFIED
1441671261,1320336670,2020-04-02,4,NT,PRS,45567,WA,BEUFORD,UNCLASSIFIED,WHITE,PE,2400,1981-12-31,ERROR - Less than 14 OR UNCLASSIFIED
130864787,1423765260,2020-04-02,4,NT,F,80753,BA,MERCEDES,UNCLASSIFIED,BLUE,PE,2290,1999-09-01,ERROR - Less than 14 OR UNCLASSIFIED
935164167,958995187,2020-04-02,1,NT,F,11328,BH,DIRECTBIKES DB50QT-A,UNCLASSIFIED,BLACK,PE,49,2017-09-13,ERROR - Less than 14 OR UNCLASSIFIED
876939221,540386288,2020-04-02,2,NT,P,291,TN,BMW,UNCLASSIFIED,BLACK,PE,798,1982-08-05,ERROR - Less than 14 OR UNCLASSIFIED
432538993,1100609607,2020-04-02,4,NT,P,32224,RG,PEUGEOT,UNCLASSIFIED,WHITE,DI,2198,2014-04-22,ERROR - Less than 14 OR UNCLASSIFIED
741977039,723769367,2020-04-02,4,NT,F,22803,LE,PILOTE,UNCLASSIFIED,WHITE,DI,2287,2015-03-12,ERROR - Less than 14 OR UNCLASSIFIED
174508143,416014294,2020-04-02,4,NT,P,33901,RH,MORGAN,UNCLASSIFIED,BLUE,PE,1994,1992-03-20,ERROR - Less than 14 OR UNCLASSIFIED
1020859087,914474315,2020-04-02,4,NT,F,2715,CF,POLARIS,UNCLASSIFIED,GREY,PE,952,2017-03-21,ERROR - Less than 14 OR UNCLASSIFIED
1531845023,941924985,2020-04-02,5,NT,P,515923,B,VOLVO,UNCLASSIFIED,MULTI-COLOUR,DI,7300,2004-01-01,ERROR - Less than 14 OR UNCLASSIFIED
1670140983,1218938589,2020-04-02,1,NT,P,9208,DA,PIONEER,UNCLASSIFIED,BLACK,PE,125,2009-03-19,ERROR - Less than 14 OR UNCLASSIFIED
419898363,107655130,2020-04-02,2,NT,P,,EX,KTM,UNCLASSIFIED,ORANGE,PE,400,2002-05-13,ERROR - Less than 14 OR UNCLASSIFIED
522712755,1039102173,2020-04-02,4,NT,F,45710,DA,MINI,UNCLASSIFIED,SILVER,DI,1995,2014-11-13,ERROR - Less than 14 OR UNCLASSIFIED
1923494017,1466952063,2020-04-02,4,NT,P,11342,SO,WESTFIELD,UNCLASSIFIED,GREEN,PE,1700,1998-06-19,ERROR - Less than 14 OR UNCLASSIFIED
1571407485,442777559,2020-04-02,1,NT,P,3406,M,SUZUKI,UNCLASSIFIED,ORANGE,PE,49,1980-09-02,ERROR - Less than 14 OR UNCLASSIFIED
1438585237,484214104,2020-04-02,4,NT,P,98348,SA,TOYOTA,UNCLASSIFIED,SILVER,DI,2980,1996-05-31,ERROR - Less than 14 OR UNCLASSIFIED
651056161,248627809,2020-04-02,2,NT,P,5645,B,DUCATI,UNCLASSIFIED,RED,PE,916,1998-05-14,ERROR - Less than 14 OR UNCLASSIFIED
